text,created_at
@wonderofscience Near-orbital space is the fastest way to travel long distance on Earth!,2020-12-08T18:05:28.000Z
@SpaceX @Space_Station It’s called the Space “Station”  but it’s actually moving around Earth at ~25 times the speed of sound or ~10 times faster than a rifle bullet,2020-12-08T16:57:13.000Z
RT @SpaceX: Time-lapse of Dragon on approach – two Dragons now docked to the @space_station https://t.co/I046jBmC7o,2020-12-08T16:55:36.000Z
“So long  and thanks for the orifice!”- Alien message decrypted,2020-12-08T16:44:50.000Z
@SpaceX Probably 1/3 chance of completing all mission objectives,2020-12-08T02:51:45.000Z
@SpaceX Hopefully flying tomorrow,2020-12-08T02:50:30.000Z
@NASASpaceflight Yup,2020-12-08T00:16:56.000Z
RT @NASA: Success! At 1:40pm ET  @SpaceX's upgraded Dragon cargo spacecraft autonomously docked to the @Space_Station. 🐉 This is the 1st…,2020-12-07T22:16:09.000Z
Out on the pad in South Texas https://t.co/RcYOXXpTc2,2020-12-07T20:13:07.000Z
RT @Space_Station: The station and the @SpaceX #Dragon are going into an orbital night period before the 1:30pm ET docking. The #CrewDragon…,2020-12-07T18:14:58.000Z
@Space_Station @SpaceX Wow  Station looks amazing!,2020-12-07T18:13:53.000Z
RT @NASA: Good morning  earthlings. ☀️ The journey continues! Watch as the NASA @SpaceX cargo resupply mission docks to the @Space_Statio…,2020-12-07T18:11:20.000Z
@NASASpaceflight Knock  knock  singing telegram!,2020-12-07T17:57:28.000Z
@lexfridman Carrying even more symbiotic bacteria (~40 trillion) than cells,2020-12-07T15:11:21.000Z
@AdamKlotz_ @lexfridman Yes,2020-12-07T15:08:22.000Z
@lexfridman We are mobile cell colonies,2020-12-07T15:07:08.000Z
100,2020-12-07T04:37:42.000Z
RT @SpaceX: Tracking footage from a helicopter of today’s Falcon 9 launch off LC-39A https://t.co/7rYVZRTS18,2020-12-07T02:07:23.000Z
RT @Erdayastronaut: There’s something genuinely magical about seeing #Starship #SN8 in person. Boca Chica is beautiful  quiet and serine. T…,2020-12-07T00:47:21.000Z
Im Gespräch mit Mathias Döpfner https://t.co/bqa5pIAOnk,2020-12-06T21:30:33.000Z
RT @SpaceX: Dragon separation confirmed; the spacecraft is on its way to the @space_station. Autonomous docking tomorrow at approximately 1…,2020-12-06T17:47:07.000Z
RT @SpaceX: Falcon 9 booster has landed on the Of Course I Still Love You droneship https://t.co/cNL6t0LQ0g,2020-12-06T17:47:00.000Z
RT @SpaceX: Liftoff! https://t.co/pgk24cph9e,2020-12-06T17:46:54.000Z
@haya2e_jaxa @JAXA_en Congratulations!,2020-12-06T10:35:51.000Z
@haya2e_jaxa Congratulations!,2020-12-05T22:06:01.000Z
@RDAnglePhoto @SpaceX @Teslarati Yes  it does.,2020-12-05T09:56:35.000Z
RT @boringcompany: Tunnel Rave https://t.co/d3JKOIAsy7,2020-12-04T08:57:05.000Z
@RationalEtienne And no toilet paper 🤣🤣,2020-12-03T23:40:23.000Z
Watch Demolition Man,2020-12-03T23:30:34.000Z
Prometheus Unbound,2020-12-03T23:19:57.000Z
RT @SpaceX: The Falcon 9 booster supporting this mission previously launched @NASA astronauts Bob Behnken and Doug Hurley to the @space_sta…,2020-12-03T14:25:15.000Z
@ErcXspace @SpaceX @NASASpaceflight @Erdayastronaut @MarcusHouseGame @FelixSchlang Not bad,2020-12-03T02:21:46.000Z
@TheOnion It was a beast compared to the VIC-20,2020-12-02T17:33:24.000Z
@Tesmanian_com Award accepted on behalf of the great people at Tesla  SpaceX  Neuralink &amp; Boring Co,2020-12-02T13:29:19.000Z
Much of what people think of an science is actually engineering  eg no such thing as a “rocket scientist”  only rocket engineers. Latter is who put humans on the moon.,2020-12-02T03:19:28.000Z
Science is discovering the essential truths about what exists in the Universe  engineering is about creating things that never existedhttps://t.co/aIEUtHoPxM,2020-12-02T03:13:25.000Z
@justpaulinelol It does get a bit cold at night,2020-12-02T03:03:05.000Z
@engineers_feed Paint makes a hell of a difference,2020-12-01T11:58:41.000Z
@DeepMind Congrats!,2020-11-30T23:18:18.000Z
@lrocket Thanks for everything you did to help build SpaceX! Some of the best memories ever.,2020-11-30T22:53:11.000Z
@RGVaerialphotos It will be real soon,2020-11-30T18:26:28.000Z
@MarcusHouseGame @bcart03 @nextspaceflight @NASASpaceflight Starship legs are one of the hardest problems. Externally mounted legs require shielding  which adds mass. Wider stance adds mass. Shock absorbers add mass. That said  we need better legs.,2020-11-29T22:57:08.000Z
@bcart03 @nextspaceflight @NASASpaceflight Static fire is not risky from build site  but we need to clear the build site for early flights,2020-11-29T19:01:30.000Z
@nextspaceflight @NASASpaceflight Just a static fire tomorrow. Flight no earlier than Wednesday.,2020-11-29T18:58:27.000Z
@ErcXspace @SpaceX It will have landing legs,2020-11-28T20:06:51.000Z
@eugenelee3 @PPathole @karpathy Yes  very sad news. Tony was great.,2020-11-28T18:28:24.000Z
@PPathole @karpathy For a second there  I thought that was a pic of Thanos haha,2020-11-28T18:06:34.000Z
@Poppa_BearQ @ID_AA_Carmack Yeah  truncate zeros &amp; then round,2020-11-28T01:46:31.000Z
@dburkland @ID_AA_Carmack Probably going to a wider beta in ~2 weeks,2020-11-28T01:45:22.000Z
@ID_AA_Carmack fp16 with least important digits truncated (so it feels like fp32) is what we’re betting on for training with Dojo,2020-11-28T01:17:26.000Z
@ID_AA_Carmack Int8 for almost all heavy lifting in inference works great,2020-11-28T00:57:58.000Z
@thisisjendoll But actually! https://t.co/lb14pKsayI,2020-11-26T19:27:13.000Z
@thisisjendoll https://t.co/mMg5b8b40z,2020-11-26T19:26:22.000Z
Happy Thanksgiving!,2020-11-26T15:12:00.000Z
@teslaownerssv @JohnEG78 @TeslaChillMode @UNPLGD3 @MFrunker @ccteslaclub Hopefully next month,2020-11-26T05:43:01.000Z
@JohnEG78 @TeslaChillMode @UNPLGD3 @MFrunker @ccteslaclub Ok. Overall air suspension height &amp; damping algorithm is getting a lot of attention. Will be linked to FSD  so acts automatically.,2020-11-26T05:40:57.000Z
@karpathy Haha true,2020-11-26T05:38:31.000Z
@HumanoidHistory The Promise is greatly needed,2020-11-26T05:37:34.000Z
@EvaFoxU We will have special colors for new Roadster  as we did for the original,2020-11-25T23:45:24.000Z
@RationalEtienne @TheBabylonBee 🤣🤣,2020-11-25T22:16:02.000Z
.@TheBabylonBee is savage 🤣🤣,2020-11-25T20:38:25.000Z
@WorldAndScience If you ever wondered where we came from,2020-11-25T18:12:04.000Z
This is a life leader launch  so more risk than normal https://t.co/EtFP9IELrf,2020-11-25T02:12:17.000Z
@TesLatino @flcnhvy @thesheetztweetz Yes  but only slightly filled,2020-11-25T00:18:27.000Z
@aholstein404 @flcnhvy @thesheetztweetz This is a subject of much debate,2020-11-25T00:16:50.000Z
@flcnhvy @thesheetztweetz Major upgrades are slated for SN15,2020-11-25T00:15:56.000Z
@flcnhvy @thesheetztweetz Many small improvements  but overall similar. Wiring is more robust  engines are more mature  nosecone is sealed better  etc.,2020-11-25T00:13:02.000Z
@thesheetztweetz But that’s why we have SN 9 &amp; SN10,2020-11-25T00:08:00.000Z
@thesheetztweetz Lot of things need to go right  so maybe 1/3 chance,2020-11-25T00:07:24.000Z
Good Starship SN8 static fire! Aiming for first 15km / ~50k ft altitude flight next week. Goals are to test 3 engine ascent  body flaps  transition from main to header tanks &amp; landing flip.,2020-11-24T23:59:27.000Z
@Erdayastronaut @MarcusHouseGame Maybe start on that a year from now. Depends on how Starship progress goes.,2020-11-24T19:23:27.000Z
@RationalEtienne @MarcusHouseGame Not yet,2020-11-24T19:22:45.000Z
@StarshipFairing @MarcusHouseGame Not bad! We will definitely need more engines if we make the cargo bay all propellant  but it’s probably smarter than a whole new shorter external hull.,2020-11-24T18:54:33.000Z
@MarcusHouseGame Rapid &amp; complete rocket reuse  low cost propellant  orbital refilling &amp; propellant production at destination are the four essential elements of making life multiplanetary,2020-11-24T18:49:12.000Z
@Erdayastronaut @PPathole @Teslarati @TeslaRoadTrip Yes,2020-11-24T06:45:43.000Z
@PPathole @Teslarati @TeslaRoadTrip We’re still far from simply video in  control out. The biggest game-changer  currently underway at Tesla  is 360 degree  high fps video for labeling  training &amp; inference.,2020-11-24T03:20:27.000Z
@Teslarati @TeslaRoadTrip FSD Beta 5 coming out in a few days. Improvement should be significant.,2020-11-24T02:30:47.000Z
@XHNews Exciting mission!,2020-11-23T22:45:12.000Z
@vincent13031925 @Tesla Wow,2020-11-23T21:12:28.000Z
@Liv_Boeree Yea,2020-11-23T06:56:32.000Z
Tomorrow will be the 7th flight of this rocket  landing on droneship Of Course I Still Love You,2020-11-22T03:42:11.000Z
@JohnnaCrider1 @teslaownerssv @28delayslater Sure,2020-11-21T21:27:06.000Z
@FutureJurvetson @flcnhvy True,2020-11-21T21:22:09.000Z
@RationalEtienne @heydave7 @philwhln We have quiet a queue of products to build! Better do new Roadster at some point😬.,2020-11-21T21:12:25.000Z
@RationalEtienne @ShyCybertruck Fate loves irony  but hates hypocrisy,2020-11-21T21:10:08.000Z
RT @NASA: Booster separation  second-engine start  and fairing separation as the U.S.-European Sentinel-6 Michael Freilich ocean-observing…,2020-11-21T18:09:38.000Z
@ICannot_Enough @heydave7 Yes 😃,2020-11-21T17:49:30.000Z
@flcnhvy Our data center was named Skynet as a joke over 10 years ago. Might have been tempting fate!,2020-11-21T17:48:38.000Z
@heydave7 @philwhln Tesla is a vehicle for creating &amp; producing many useful products,2020-11-21T17:47:12.000Z
@NASASpaceflight Largest cast titanium part in the world. No heat shielding needed.,2020-11-21T17:38:56.000Z
Landing at Vandenberg AFB in California https://t.co/46J2GcCjP0,2020-11-21T17:34:45.000Z
@tobyliiiiiiiiii @SpaceX @NASA @NASA_LSP @NASAJPL @esa Actually  off to the side (so it doesn’t take out the launch mount in bad landing)  but with the same arm used to pick up the ship,2020-11-21T17:29:57.000Z
@tobyliiiiiiiiii @SpaceX @NASA @NASA_LSP @NASAJPL @esa Where it should be!,2020-11-21T17:28:32.000Z
@philwhln @heydave7 Because I am not an investor. Tesla is definitely not the only good company  but investing is not what I do. But I always put my own money into companies I help create  otherwise it’d be wrong to ask others to do so.,2020-11-21T16:33:40.000Z
Well  almost anything https://t.co/FFPVDsqruC,2020-11-21T16:30:40.000Z
Quite the day ahead https://t.co/apZNgmo0k7,2020-11-21T14:44:07.000Z
RT @SpaceX: Crew-1’s view of Earth during Dragon’s flight to the @space_station https://t.co/lQW6TYmpB7,2020-11-21T14:39:18.000Z
@NASAaero @LockheedMartin Now *this* is what you’d call pointy!,2020-11-21T06:19:36.000Z
@cleantechnica Cool,2020-11-21T04:43:51.000Z
@Astro_Fonseca @Space_Station @wonderofscience @VirtualAstro They’re moving at ~25 times the speed of sound  but it feels like nothing,2020-11-21T04:36:51.000Z
@WorldAndScience https://t.co/XAJaN4j9ZR,2020-11-21T03:31:02.000Z
@vicentes @EvaFoxU @PPathole @mirojurcevic @TashaARK @Space_Station There will always be upgrades,2020-11-20T20:06:46.000Z
@EvaFoxU @PPathole @mirojurcevic @TashaARK @Space_Station It will be better than human vision by quite a margin,2020-11-20T20:00:35.000Z
@enn_nafnlaus @mirojurcevic @TashaARK @Space_Station Reality looks like a strange ghost-world at radar wavelengths. Almost everything except metal is translucent.,2020-11-20T19:57:48.000Z
@PPathole @mirojurcevic @TashaARK @Space_Station Exactly,2020-11-20T19:55:10.000Z
@mirojurcevic @TashaARK This is a misperception. SpaceX developed &amp; continues to use lidar for Dragon docking with @Space_Station. Just pointless imo for self-driving. If you’re going to do active photon generation  use an occlusion penetrating wavelength  like precision radar at ~4mm.,2020-11-20T18:03:45.000Z
@PhilippeCROIZON @SpaceX One day we will fly you on Starship,2020-11-20T17:55:42.000Z
@Peter_J_Beck Well done!,2020-11-20T16:02:44.000Z
@hisdirtremoves @SpaceX I can’t comment on turbopump internal details  but you’re roughly in the ballpark. Wow  rocket turbopumps  especially if oxygen-rich  are insanely hard! Arguably  the hardest mechanical/fluids/combustion problem known to exist.,2020-11-20T15:49:13.000Z
@TashaARK To be clear  this was just an XPeng problem. Other companies in China have not done this.,2020-11-20T15:43:39.000Z
@IsaacLatterell @TashaARK @karpathy Andrej is awesome  but it should be said that we have a very talented Autopilot/AI team at Tesla. Too much credit comes to me &amp; Andrej.,2020-11-20T15:24:26.000Z
@spacetouristuk @TashaARK Yeah. They stole Apple’s code too.https://t.co/gy4DT7Pq9N,2020-11-20T15:20:10.000Z
@TashaARK They have an old version of our software &amp; don’t have our NN inference computer,2020-11-20T15:14:03.000Z
@levie Wild times!,2020-11-20T02:51:15.000Z
@RocketLab Congrats!,2020-11-20T02:46:39.000Z
@slashdot .@TheOnion,2020-11-20T01:10:49.000Z
@ID_AA_Carmack Yup,2020-11-19T21:04:15.000Z
@flcnhvy Change out a few parts  otherwise fine,2020-11-19T21:02:15.000Z
@Forbes Caution strongly advised with SPACs,2020-11-19T17:56:28.000Z
@AdamKIotz @Suvitruf @archillect Sure,2020-11-19T17:02:49.000Z
@Suvitruf @archillect Haha sexy cropping champion of all time,2020-11-19T15:36:29.000Z
@tweetmenima @teslaownerssv If next week’s release looks good  we will widen beta,2020-11-19T15:17:04.000Z
@justpaulinelol @teslaownerssv Unfortunately  there are too many rules around liquor distribution  even in the US. However  we will be selling the lightning bottle &amp; shot glasses worldwide.,2020-11-19T15:14:05.000Z
@teslaownerssv Next week’s release is special. Lot of fundamental improvements  both important bug fixes &amp; entire new areas of functionality.,2020-11-19T15:11:03.000Z
@westcoastbill @SpaceX 13 years &amp; $11 billion … wow,2020-11-19T05:24:26.000Z
@OwenSparks_ @flcnhvy @Tesla Safety is our primary design goal,2020-11-19T03:31:56.000Z
@PPathole @AstroJordy @flcnhvy Fully,2020-11-19T01:22:22.000Z
@Astronomiaum Let the Martians decide their own future,2020-11-18T23:47:04.000Z
@shifthappends @Tesla A lot of my brain space is spent dealing with both units!,2020-11-18T23:34:26.000Z
@Astronomiaum Terraforming will be too slow to be relevant in our lifetime. However  we can establish a human base there in our lifetime. At least a future spacefaring civilization – discovering our ruins – will be impressed humans got that far.,2020-11-18T23:29:52.000Z
@PPathole @xDreamCoding @garyblack00 That is certainly the intention!,2020-11-18T18:30:16.000Z
@xDreamCoding @garyblack00 https://t.co/fREZwjCwNa,2020-11-18T17:34:50.000Z
@garyblack00 The only publicly traded stock I own is Tesla,2020-11-18T17:31:40.000Z
@garyblack00 Wise words from Bogle. The point of companies is products &amp; services. They have no point in &amp; of themselves  nor do these indices. Buy &amp; hold stock in companies where you love the product roadmap  sell where you don’t.https://t.co/yHVQJXTahn,2020-11-18T17:31:01.000Z
@teslaownerssv @AstroJordy @flcnhvy No  just a mild cold. Same with my bro. Def had cov2 though. Pc&lt;20 means viral load of &gt;10 million per mL.,2020-11-18T16:45:53.000Z
@Astronomiaum Life in glass domes at first. Eventually  terraformed to support life  like Earth.,2020-11-18T16:42:36.000Z
@AstroJordy @flcnhvy Yeah,2020-11-18T16:29:29.000Z
@Daywalker_xD @Astronomiaum I was going to say “Sim!”  but that seemed too obvious haha,2020-11-18T16:09:50.000Z
@Astronomiaum Deveras!,2020-11-18T15:44:23.000Z
@flcnhvy And cases with high (non-infectious) Ct should quarantine for a few days  while getting another test. Second test determines whether they’re just beginning to get ill or are on the long tail afterwards  where viral fragments exist  but person is not infectious.,2020-11-18T08:29:05.000Z
@tobyliiiiiiiiii So many things you want &amp; some you didn’t know you wanted,2020-11-18T08:10:13.000Z
@nichegamer Maybe a little Mercy … https://t.co/9iE40HOihr,2020-11-18T07:43:46.000Z
Tesla holiday software release is 🔥🔥,2020-11-18T07:41:37.000Z
